,topic,time,vender,header,body,url
0,日経クロステック トップ建築安藤忠雄の奇跡,2017-12-07,関口奈央子,安藤忠雄氏を「言葉」で解剖する3冊,"安藤忠雄氏の言葉は、建築関係者以外の“一般の人”にも届く──。「安藤忠雄展-挑戦-」（国立新美術館で12月18日まで開催中）の盛況ぶりを見聞きして、改めてそう感じた人は多いだろう。それはなぜなのか。建築専門書店「南洋堂書店」の関口奈央子氏が、「言葉」を通して安藤氏の実像に迫る3冊を紹介します。「言葉」の一番面白いところは、人や物事のイメージに大きな影響を与えることだ。「都市ゲリラ」「挑発」「格闘」「挑戦」──。そうした好戦的なキャッチフレーズをはじめとして、常に多くの人の心を捉える「言葉」を発してきた安藤忠雄氏。それらの言葉は一体どこまでが「ファイティング・ポーズ」で、どこからが「真実」なのだろう。 安藤氏自身による言葉、また第三者による言葉に耳を澄まし、「建築家・安藤忠雄」の真像に迫ろうとする3冊。建築関係者ならば、誰しもが安藤氏にまつわる噂話の5つや6つ、伝え聞いてきたはずだ。「口伝」と「メディア」を通して氏を見てきた私も、本当にそんな人物なのか？つくられたキャラクターではないか？と、しばしば疑問を抱いてきた。果たして本書「安藤忠雄の奇跡 50の建築×50の証言」は、その疑問に応えてくれるだろうか。年代別・4つのパートに「プロジェクト50件」と安藤氏に関係する人物「50人の『証言』」を振り分け、前後に「本人へのインタビュー」を配した三本柱から成る本書。「時代」という大きな流れのなかで氏がどのように「格闘」してきたのか、解析を試みている。なんといっても目玉は、豪華絢爛な名が並ぶ「50の証言」。安藤氏と同じく第一線で活躍している彼らの「心」や「体」を動かす強烈なエピソードの数々は、一読の価値がある。残念ながら私には、ここで披露できるような個人的な逸話がないので、本書に登場する50人の安藤体験から印象的だった言葉をつなぎ、勝手に「私の安藤忠雄像」をつくってみた。安藤氏は「現実社会に土足でヅカヅカ踏み込んでいくようなたくましさを備えて」（伊東豊雄氏）いて、「民衆と一体化した」（石山修武氏）稀有な建築家であり、「『考えないとき』がない人」（長田直之氏）。ゆえに「大胆でありながら繊細さを失わない」（野口健氏）。そして「安藤氏を語る一言は、百人が百回繰り返しても効用を失わない」（植田実氏）。なぜなら、氏が「はじめから独り、現在まで歩いてきた人」（同氏）だから──。彼らの言葉によってかたちづくられる安藤氏は、やはり私にとって「唯一無二」の存在だ。著者：日経アーキテクチュア編
			判形：B5判
			ページ：352ページ
			出版社：日経BP社
			発売：2017年11月
			定価：本体2700円＋税次ページ 「安藤忠雄 住宅 増補普及版」",https://xtech.nikkei.com/kn/atcl/bldcolumn/15/00036/120400015/
