,topic,time,vender,header,body,url
0,日経クロステック トップ建築NEXT-K,2011-07-26,阪口 公子,カーテンウオールに	魅せられる、若手ホープ原寸図鑑（8）,大学では鉄骨造の構造を学んでいた長崎桂祐さん。インターンシップで訪れたYKK APでカーテンウオールを体験、構造にも通じる魅力を感じ、この会社だと確信した。入社して4年目を迎えた今は、難度の高いカーテンウオールのプロジェクトに参加している。会員の方はこちら有料会員「春割」実施中！【春割実施中】日経電子版セットで２カ月無料日経電子版セットだと日経クロステックが月々650円お得詳しくは日経クロステック有料会員お申し込みのページで。“特等席”から未来づくりの最前線を追う仕事ですあなたの専門知識や経験を生かして、「日経クロステック」の記事や書籍の企画、取材・執筆・編集を担う編集記者（正社員）にトライしませんか。編集の経験は問いません。コミュニケーション能力が高く、企画力や実行力があり、好奇心旺盛な方を求めています。詳しい情報を見る日経BPはエンジニアや企画・営業も募集中次ページ プロジェクトの統括者を目指す,https://xtech.nikkei.com/kn/article/knp/column/20110725/548754/
