,topic,time,vender,header,body,url
0,日経クロステック トップ土木ニュース,2012-12-03,,【天井板崩落】吊り金具の老朽化が原因か,中央自動車道の笹子トンネルの天井板崩落事故で、中日本高速道路会社は12月3日、天井板を吊る金具のボルトが腐食し、それが抜け落ちて事故につながった可能性があることを記者会見で明らかにした。笹子トンネルの天井部は、1枚あたり1t以上あるプレキャストコンクリート（PCa）製の天井板を左右に配置し、両端はトンネルの側壁部の台座に固定。会員の方はこちら有料会員「春割」実施中！【春割実施中】日経電子版セットで２カ月無料日経電子版セットだと日経クロステックが月々650円お得詳しくは日経クロステック有料会員お申し込みのページで。“特等席”から未来づくりの最前線を追う仕事ですあなたの専門知識や経験を生かして、「日経クロステック」の記事や書籍の企画、取材・執筆・編集を担う編集記者（正社員）にトライしませんか。編集の経験は問いません。コミュニケーション能力が高く、企画力や実行力があり、好奇心旺盛な方を求めています。詳しい情報を見る日経BPはエンジニアや企画・営業も募集中次ページ 完成以来、ボルト交換の記録なし,https://xtech.nikkei.com/kn/article/const/news/20121203/594009/
