,topic,time,vender,header,body,url
0,日経クロステック トップ土木新製品・新サービス（土木）,2009-02-05,,山間部の急こう配にも対応するパイプレーザー,ソキア・トプコンは、下水道管敷設時のこう配設定に使用するパイプレーザー「SP1」を発売した。水平精度は±10秒。管のこう配は&#8722;150 ～＋400‰の範囲で設定できる。入力は0.01‰単位で可能。山間部などの急こう配にも対応。高速点滅モードを新搭載し、レーザースポットが見やすくなった。防水性に関しては、水深5mに24時間放置する試験をクリアしている。標準の充電式バッテリーで約48時間の連続使用が可能。オプションのホルダーを使えば、単一乾電池4本で約70時間、連続使用できる。本体はアルミダイキャスト製。サイズはハンドルを含み直径125mm×長さ374mm。重量は約3.8kg。価格は62万7900円。（日経コンストラクション2月13日号「新製品・新サービス」より）,https://xtech.nikkei.com/kn/article/knp/product/20090205/530178/
