,topic,time,vender,header,body,url
0,日経クロステック トップ土木ニュース,2014-01-06,,圏央道の一部が開通遅延、トンネルに想定外の岩盤,国土交通省関東地方整備局と中日本高速道路会社は2013年12月26日、首都圏中央連絡自動車道（圏央道）の相模原愛川IC（インターチェンジ）―高尾山IC間（延長14.7km）の開通時期を、14年3月末から6月に変更すると発表した。一部のトンネルで完成の遅れが避けられなくなったためとしている。問題のトンネルは、圏央道の相模原市内の区間（さがみ縦貫道路）に設ける小倉山トンネル（葉山島トンネル）に付属する排水トンネル（延長392m）だ。工事は戸田建設が12年1月に受注し、当初は13年12月25日の完成を予定していた。関東地整の相武国道事務所によると、このトンネルの施工現場で想定を超える硬さを持つ砂岩などの岩盤が見つかり、工期の延長を余儀なくされた。開通時期を変更する圏央道の区間（資料：国土交通省関東地方整備局相武国道事務所）,https://xtech.nikkei.com/kn/article/const/news/20131227/646397/
