,topic,time,vender,header,body,url
0,日経クロステック トップ土木用語集,2006-04-19,,コールドジョイント,先に打ち込んだコンクリートの硬化が進んだことで、後から打ち重ねたコンクリートとの間に生じる完全に一体とならない継ぎ目。,https://xtech.nikkei.com/kn/article/const/words/20061102/500740/
