,topic,time,vender,header,body,url
0,日経クロステック トップ土木新製品・新サービス（土木）,2006-11-24,,風力と太陽光を併用した照明システム,岩崎電気は，ハイブリッド太陽灯「アイバード」を発売した。風力発電と太陽電池を併用した，省エネと環境保全に配慮した照明システム。定格出力400Wの風力発電機と，同80Wのソーラーパネルを採用したハイブリッド。1基の発電システムで照明2基分の電力を発電できる。蓄電池はメンテナンス不要のシール鉛蓄電池で，7 &#12316;10年の長寿命。無風時や無日照時にも，満充電から連続5日間は点灯する。2006年度グッドデザイン賞を受賞。2種類のLEDを組み合わせたリング形の照明は，白い光の輪が浮かび上がるように幻想的な景観を演出する。価格は連係点灯可能型の製品が192万1500円。（日経コンストラクション11月24日号「新製品・新サービス」より）,https://xtech.nikkei.com/kn/article/const/info/20061124/501266/
