,topic,time,vender,header,body,url
0,日経クロステック トップ土木新製品・新サービス（土木）,2011-12-05,,薄型で風圧負荷を軽減するLED道路照明器具,星和電機は、LED式の道路照明器具「デルガ」を発売した。国土交通省の「LED道路・トンネル照明導入ガイドライン（案）」に適合。道路照明に求められる明るさを確保しながら、省エネ、長寿命、軽量・コンパクト化を実現した。LEDの寿命は6万時間で、清掃以外はメンテナンスフリー。効率よく光を照射させる広配光レンズを採用し、薄型でワイドな形状。器具質量が9.9kgと軽量なうえ、灯具を極力薄くすることで風圧による負荷を軽減した。自社従来品に比べ受圧面積を約60～70％低減。高速道路や一般国道向けの連続照明2タイプ4機種と、交差点照明4機種をそろえている。価格は22万&#12316;24万円。（日経コンストラクション11月28日号「新製品・新サービス」より）,https://xtech.nikkei.com/kn/article/knp/product/20111205/555830/
