,topic,time,vender,header,body,url
0,日経クロステック トップ土木成績80点の取り方,2021-02-08,奥野 慶四郎,3つの対策で埋設ガス管の変位防止,"新4号幸主地区改良外工事（茨城県）
	発注者：国土交通省関東地方整備局宇都宮国道事務所
	受注者：小川工業新4号国道・春日部古河バイパスの交差点の立体交差化に向けて、地盤改良を施す工事だ。現道に隣接する約3600m2の施工エリアに、深層混合処理工法で900本を超える改良体を構築した（写真1、図1）。施工のポイントは、工区の脇を通る町道の下に埋設された高圧ガス管への対応だ。工事によってガス管に影響が出れば、工事中断を余儀なくされる。施工を担当した小川工業（埼玉県行田市）は、まず当初設計で想定されていた地盤改良工法を、周辺地盤への影響がより少ない工法に変更した。さらに、事前に試験施工をして周囲への影響の有無を確認。施工中は、常に周囲に変状が出ていないか確認しながら慎重に施工した。同社はこの工事の成績評定で84点を獲得。さらに、2019年度の局長表彰（優良工事と優秀技術者）を受けるなど、発注者の国土交通省関東地方整備局から高く評価された。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 説得力ある提案で「迷いなく変更」",https://xtech.nikkei.com/atcl/nxt/mag/ncr/18/00014/020100017/
